 17            17            17            17            17            17            17 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
-1800          0             0             4112          6168          0             0 
-1800          0             0             4112          6168          0             0 
 27756         0             0             12336         6168          0             0 
 27756         0             0             12336         6168          0             0 
 26214         0             0             12336         0             0             0 
 26214         0             0             12336         0             0             0 
 26214         31868         31868        -772           14392        -8996         -14650 
 26214         31868         31868        -772           14392        -8996         -14650 
 26214        -14650        -14650         12336         6168          26214        -14650 
 26214        -14650        -14650         12336         6168          26214        -14650 
 26214        -258           24672         12336         6168          26214        -14650 
 26214        -258           24672         12336         6168          26214        -14650 
 26214        -16192         14392         12336         6168          26214        -14650 
 26214        -16192         14392         12336         6168          26214        -14650 
 26214        -16192         3084          12336         6168          26214        -14650 
 26214        -16192         3084          12336         6168          26214        -14650 
 27756        -14650        -14650         13878         6168          26214        -14650 
 27756        -14650        -14650         13878         6168          26214        -14650 
-1800          31868         31868         7196          15420         26214         32382 
-1800          31868         31868         7196          15420         26214         32382 
 0             0             0             0             0             0             1542 
 0             0             0             0             0             0             1542 
 0             0             0             0             0             0             3084 
 0             0             0             0             0             0             3084 
 0             0             0             0             0             0            -1800 
 0             0             0             0             0             0            -1800 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
 0             0             0             0             0             0             0 
